"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Kelvin Herrera","- - -","7.71","2.03","3.80","1.22","20.7%","5.4%","15.2%",".249","1.20",".287","92.1%","58","96","104","2.44","3.95","-1.51","4.31","3.81","6033"
"Taylor Williams","Brewers","9.68","4.25","2.28","1.02","24.2%","10.6%","13.6%",".252","1.47",".320","72.2%","104","96","101","4.25","3.95","0.29","4.10","3.94","14899"
"Mike Mayers","Cardinals","8.54","2.61","3.27","1.22","21.7%","6.6%","15.0%",".281","1.43",".338","72.1%","121","99","97","4.70","3.95","0.75","3.95","3.69","15451"
"Caleb Smith","Marlins","10.24","3.84","2.67","1.16","27.0%","10.1%","16.9%",".217","1.24",".276","74.1%","109","100","109","4.19","3.96","0.23","4.42","4.08","14875"
"Trevor Oaks","Royals","6.59","3.95","1.67","0.66","15.4%","9.2%","6.2%",".356","1.98",".417","62.5%","166","96","117","7.24","3.97","3.28","4.95","5.00","16468"
"Rich Hill","Dodgers","10.18","2.78","3.66","1.36","27.4%","7.5%","19.9%",".217","1.12",".268","77.5%","95","99","91","3.66","3.97","-0.30","3.70","3.57","4806"
"Blaine Hardy","Tigers","6.91","2.30","3.00","1.05","18.8%","6.3%","12.5%",".242","1.17",".275","74.2%","82","93","107","3.56","3.98","-0.42","4.52","4.34","6499"
"Ray Black","Giants","12.73","3.86","3.30","1.54","34.7%","10.5%","24.2%",".202","1.16",".277","53.6%","160","104","85","6.17","3.98","2.20","3.45","2.83","14244"
"J.A. Happ","- - -","9.78","2.58","3.78","1.37","26.3%","7.0%","19.4%",".223","1.13",".272","74.9%","86","92","92","3.65","3.98","-0.33","3.88","3.64","7410"
"Ryan Madson","- - -","9.23","2.73","3.38","1.20","23.4%","6.9%","16.5%",".275","1.41",".340","64.5%","135","96","98","5.47","3.98","1.49","3.97","3.54","1852"
"Chris Bassitt","Athletics","7.74","3.59","2.16","0.76","20.1%","9.3%","10.8%",".221","1.24",".265","73.2%","73","96","107","3.02","3.98","-0.96","4.52","4.45","12304"
"John Axford","- - -","8.89","3.62","2.45","0.99","23.2%","9.4%","13.7%",".250","1.35",".311","61.2%","127","93","92","5.27","3.98","1.28","3.86","3.67","9059"
"Bud Norris","Cardinals","10.46","3.28","3.19","1.25","27.4%","8.6%","18.8%",".233","1.25",".299","76.0%","92","100","90","3.59","3.99","-0.40","3.65","3.30","9492"
"Austin Pruitt","Rays","5.43","2.07","2.63","0.90","14.4%","5.5%","8.9%",".263","1.26",".289","61.9%","113","98","107","4.65","3.99","0.66","4.51","4.30","15290"
"Madison Bumgarner","Giants","7.57","2.98","2.53","0.97","19.8%","7.8%","12.0%",".235","1.24",".274","78.6%","85","104","106","3.26","3.99","-0.73","4.32","4.42","5524"
"Andrew Heaney","Angels","9.00","2.25","4.00","1.35","24.0%","6.0%","18.0%",".246","1.20",".294","71.4%","100","94","87","4.15","3.99","0.16","3.68","3.74","15423"
"Tyler Glasnow","- - -","10.96","4.27","2.57","1.21","29.1%","11.3%","17.7%",".217","1.27",".285","72.8%","106","98","84","4.27","4.00","0.27","3.47","3.58","14374"
"Chih-Wei Hu","Rays","8.31","2.08","4.00","1.38","24.0%","6.0%","18.0%",".149","0.77",".152","55.6%","101","98","101","4.15","4.01","0.15","4.29","3.77","16419"
"Bobby Poyner","Red Sox","9.67","1.21","8.00","1.61","25.8%","3.2%","22.6%",".250","1.12",".300","88.8%","72","96","92","3.22","4.01","-0.79","3.90","3.12","17987"
"Rick Porcello","Red Sox","8.94","2.26","3.96","1.27","23.5%","5.9%","17.6%",".238","1.18",".285","70.9%","96","96","91","4.28","4.01","0.27","3.87","3.77","2717"
"Masahiro Tanaka","Yankees","9.17","2.02","4.54","1.44","25.0%","5.5%","19.5%",".238","1.13",".284","77.7%","88","93","81","3.75","4.01","-0.26","3.42","3.50","15764"
"Bryse Wilson","Braves","7.71","7.71","1.00","0.00","18.2%","18.2%","0.0%",".296","2.00",".381","64.3%","158","100","128","6.43","4.02","2.41","5.20","6.06","19990"
"Eric Hanhold","Mets","7.71","3.86","2.00","0.00","15.4%","7.7%","7.7%",".364","2.14",".444","66.7%","203","101","151","7.71","4.02","3.70","6.14","4.66","18332"
"David Price","Red Sox","9.05","2.56","3.54","1.28","24.5%","6.9%","17.6%",".228","1.14",".274","77.3%","80","96","93","3.58","4.02","-0.44","3.95","3.82","3184"
"Glenn Sparkman","Royals","6.34","3.52","1.80","0.70","15.3%","8.5%","6.8%",".294","1.62",".338","73.1%","102","97","112","4.46","4.02","0.44","4.73","4.67","15200"
"Kenley Jansen","Dodgers","10.30","2.13","4.82","1.63","28.4%","5.9%","22.5%",".200","0.99",".234","82.1%","78","101","87","3.01","4.03","-1.01","3.56","2.97","3096"
"Austin Gomber","Cardinals","8.04","3.84","2.09","0.84","20.1%","9.6%","10.5%",".272","1.51",".330","71.8%","114","101","111","4.44","4.03","0.41","4.51","4.55","16561"
"Fernando Rodney","- - -","9.79","4.48","2.19","0.98","24.6%","11.2%","13.3%",".248","1.46",".318","80.3%","79","96","96","3.36","4.03","-0.67","4.08","3.90","494"
"Jhoulys Chacin","Brewers","7.29","3.32","2.20","0.84","19.6%","8.9%","10.7%",".214","1.16",".250","72.5%","86","98","110","3.50","4.03","-0.53","4.47","4.59","2608"
"Chaz Roe","Rays","9.48","2.86","3.31","1.07","26.1%","7.9%","18.2%",".196","1.01",".242","75.1%","87","99","91","3.58","4.04","-0.46","3.83","3.30","9866"
"Sergio Romo","Rays","10.02","2.67","3.75","1.47","26.4%","7.0%","19.4%",".248","1.26",".307","78.2%","101","99","92","4.14","4.04","0.11","3.90","3.32","9817"
"Hector Neris","Phillies","14.35","3.02","4.75","2.08","37.4%","7.9%","29.6%",".247","1.30",".354","75.6%","126","97","66","5.10","4.04","1.06","2.71","2.28","11804"
"Felix Pena","Angels","8.26","2.72","3.04","1.17","21.9%","7.2%","14.7%",".244","1.24",".288","72.4%","100","96","94","4.18","4.05","0.13","3.97","4.08","13403"
"Trevor Richards","Marlins","9.26","3.85","2.41","1.07","23.8%","9.9%","13.9%",".248","1.39",".309","72.3%","115","102","106","4.42","4.05","0.37","4.30","4.28","19309"
"Santiago Casilla","Athletics","6.32","5.74","1.10","0.00","16.7%","15.2%","1.5%",".167","1.21",".209","73.8%","77","98","138","3.16","4.05","-0.90","5.85","5.49","2873"
"Adalberto Mejia","Twins","5.24","3.63","1.44","0.40","14.1%","9.8%","4.4%",".210","1.16",".239","86.5%","47","95","127","2.01","4.06","-2.04","5.40","5.44","13188"
"Joe Smith","Astros","9.07","2.36","3.83","1.38","25.6%","6.7%","18.9%",".205","1.01",".239","73.3%","91","97","87","3.74","4.06","-0.31","3.69","3.28","3281"
"Kevin McCarthy","Royals","5.75","2.50","2.30","0.88","15.7%","6.8%","8.9%",".258","1.25",".289","77.9%","75","98","86","3.25","4.06","-0.81","3.63","3.44","15240"
"John Gant","Cardinals","7.50","4.50","1.67","0.71","19.5%","11.7%","7.8%",".213","1.30",".253","69.9%","89","102","115","3.47","4.07","-0.60","4.66","4.88","13684"
"Jimmie Sherfy","Diamondbacks","9.37","5.51","1.70","0.55","24.6%","14.5%","10.1%",".140","1.10",".179","91.4%","41","101","121","1.65","4.08","-2.43","4.90","4.44","15118"
"Jon Gray","Rockies","9.56","2.72","3.52","1.41","24.6%","7.0%","17.6%",".263","1.35",".322","67.9%","111","95","85","5.12","4.08","1.03","3.47","3.68","14916"
"Jordan Lyles","- - -","8.62","2.87","3.00","1.23","22.6%","7.6%","15.1%",".244","1.27",".291","74.1%","104","101","100","4.11","4.09","0.02","4.08","3.88","7593"
"Dan Jennings","Brewers","6.30","3.22","1.96","0.84","16.6%","8.5%","8.1%",".267","1.38",".306","77.2%","79","100","99","3.22","4.09","-0.88","4.04","4.05","8073"
"Brandon Kintzler","- - -","6.38","3.26","1.95","0.74","16.4%","8.4%","8.0%",".283","1.47",".328","72.1%","113","100","111","4.60","4.10","0.50","4.50","4.32","9939"
"Cam Bedrosian","Angels","8.02","3.66","2.19","0.98","21.0%","9.6%","11.4%",".259","1.39",".313","75.1%","91","97","99","3.80","4.11","-0.32","4.19","4.05","13360"
"Artie Lewicki","Tigers","6.98","3.26","2.14","0.93","17.7%","8.2%","9.4%",".310","1.60",".364","67.9%","113","96","106","4.89","4.12","0.77","4.48","4.48","16731"
"Mike Hauschild","Blue Jays","5.40","4.32","1.25","0.00","13.9%","11.1%","2.8%",".233","1.32",".280","69.2%","101","96","148","4.32","4.12","0.20","6.30","5.46","14033"
"Michael Feliz","Pirates","10.38","4.34","2.39","1.13","25.4%","10.6%","14.8%",".257","1.51",".331","63.1%","143","102","106","5.66","4.13","1.54","4.33","3.84","11903"
"Kyle Gibson","Twins","8.19","3.62","2.27","1.05","21.7%","9.6%","12.1%",".238","1.30",".285","75.5%","84","97","92","3.62","4.13","-0.51","3.91","4.25","10123"
"Garrett Richards","Angels","10.26","4.01","2.56","1.30","26.9%","10.5%","16.4%",".221","1.28",".277","67.0%","88","98","86","3.66","4.13","-0.48","3.62","3.88","9784"
"Giovanny Gallegos","- - -","9.53","2.38","4.00","1.59","26.7%","6.7%","20.0%",".262","1.24",".321","80.4%","93","95","85","3.97","4.13","-0.16","3.59","3.23","14986"
"Zac Rosscup","Dodgers","15.88","3.18","5.00","2.38","42.6%","8.5%","34.0%",".209","1.15",".300","79.6%","124","103","60","4.76","4.13","0.63","2.44","1.91","9419"
"Mike Leake","Mariners","5.77","1.65","3.50","1.11","15.2%","4.3%","10.8%",".278","1.30",".306","69.4%","106","100","98","4.36","4.14","0.23","4.15","4.36","10130"
"Sean Newcomb","Braves","8.78","4.45","1.98","0.99","23.0%","11.6%","11.4%",".223","1.33",".273","74.8%","96","103","107","3.90","4.14","-0.24","4.33","4.54","16943"
"Hector Velazquez","Red Sox","5.61","2.75","2.04","0.74","14.3%","7.0%","7.3%",".288","1.45",".325","79.0%","71","99","109","3.18","4.15","-0.97","4.63","4.51","19341"
"CC Sabathia","Yankees","8.24","3.00","2.75","1.12","21.1%","7.7%","13.4%",".249","1.31",".295","75.5%","86","96","101","3.65","4.16","-0.51","4.30","4.24","404"
"Kris Medlen","Diamondbacks","9.00","9.00","1.00","0.00","16.0%","16.0%","0.0%",".429","3.25",".529","46.2%","389","103","154","15.75","4.16","11.59","6.23","5.95","9417"
"Gio Gonzalez","- - -","7.79","4.21","1.85","0.89","19.8%","10.7%","9.1%",".252","1.44",".301","73.3%","102","100","109","4.21","4.16","0.05","4.44","4.73","7448"
"Michael Lorenzen","Reds","6.00","3.78","1.59","0.67","15.7%","9.9%","5.8%",".254","1.38",".291","77.9%","75","100","110","3.11","4.16","-1.05","4.46","4.60","14843"
"Jake Barrett","Diamondbacks","7.71","2.57","3.00","1.29","20.0%","6.7%","13.3%",".286","1.43",".333","69.8%","127","103","91","5.14","4.16","0.98","3.72","3.35","13322"
"Sonny Gray","Yankees","8.49","3.94","2.16","0.97","21.1%","9.8%","11.3%",".267","1.50",".326","70.9%","115","96","97","4.90","4.17","0.74","4.10","4.28","12768"
"Ryan Tepera","Blue Jays","9.46","3.34","2.83","1.25","25.9%","9.1%","16.7%",".234","1.22",".291","79.6%","85","97","95","3.62","4.17","-0.55","4.02","3.54","10291"
"Antonio Senzatela","Rockies","6.87","2.99","2.30","1.00","17.7%","7.7%","10.0%",".263","1.37",".302","72.6%","95","97","109","4.38","4.17","0.22","4.43","4.50","15488"
"Brett Anderson","Athletics","5.27","1.46","3.62","1.12","14.1%","3.9%","10.2%",".283","1.28",".307","69.2%","109","101","92","4.48","4.17","0.31","3.91","4.13","8223"
"Jose Urena","Marlins","6.72","2.64","2.55","0.98","18.3%","7.2%","11.1%",".239","1.18",".272","73.2%","104","106","106","3.98","4.17","-0.19","4.32","4.39","11589"
"Daniel Stumpf","Tigers","8.69","3.76","2.31","1.17","21.4%","9.3%","12.1%",".280","1.57",".339","69.8%","114","97","105","4.93","4.18","0.75","4.46","4.14","13780"
"Tommy Kahnle","Yankees","11.57","5.79","2.00","1.16","28.0%","14.0%","14.0%",".250","1.63",".339","47.3%","154","97","101","6.56","4.19","2.37","4.29","3.99","11384"
"Ryan Yarbrough","Rays","7.82","3.05","2.56","1.10","20.4%","8.0%","12.4%",".246","1.29",".288","74.1%","95","103","104","3.91","4.19","-0.28","4.41","4.12","16502"
"Heath Hembree","Red Sox","11.40","4.05","2.81","1.50","29.2%","10.4%","18.9%",".228","1.33",".295","76.1%","94","100","90","4.20","4.19","0.01","3.79","3.36","11632"
"Jake Odorizzi","Twins","8.87","3.83","2.31","1.10","22.8%","9.9%","12.9%",".239","1.34",".290","69.7%","104","98","115","4.49","4.20","0.30","4.87","4.55","6397"
"Javy Guerra","Marlins","7.57","3.03","2.50","1.01","18.5%","7.4%","11.1%",".286","1.51",".336","58.4%","145","106","110","5.55","4.20","1.35","4.45","4.09","7407"
"Josh Lucas","Athletics","8.79","5.65","1.56","0.63","21.2%","13.6%","7.6%",".286","1.74",".366","61.0%","152","102","111","6.28","4.21","2.07","4.68","4.56","11686"
"David Paulino","Blue Jays","8.10","2.70","3.00","1.35","21.4%","7.1%","14.3%",".231","1.20",".263","90.9%","32","98","100","1.35","4.21","-2.86","4.24","3.75","17418"
"Michael Wacha","Cardinals","7.58","3.84","1.97","0.96","20.0%","10.1%","9.9%",".215","1.23",".249","75.0%","82","106","101","3.20","4.22","-1.01","4.12","4.60","14078"
"Casey Kelly","Giants","6.08","1.90","3.20","1.14","15.4%","4.8%","10.6%",".286","1.39",".316","80.5%","79","110","110","3.04","4.22","-1.18","4.45","4.33","9174"
"Zack Britton","- - -","7.52","4.65","1.62","0.66","20.1%","12.4%","7.7%",".200","1.23",".241","75.8%","72","97","89","3.10","4.22","-1.12","3.75","3.57","3240"
"Jordan Montgomery","Yankees","7.57","3.95","1.92","0.99","19.8%","10.3%","9.5%",".240","1.35",".282","79.3%","85","98","110","3.62","4.22","-0.60","4.67","4.73","16511"
"Jeremy Hellickson","Nationals","6.41","1.97","3.25","1.08","17.6%","5.4%","12.2%",".228","1.07",".252","71.7%","84","102","105","3.45","4.22","-0.77","4.27","4.33","4371"
"Paul Sewald","Mets","9.27","3.67","2.52","1.28","22.9%","9.1%","13.8%",".271","1.51",".331","62.8%","160","106","115","6.07","4.23","1.84","4.67","4.03","13892"
"Raisel Iglesias","Reds","10.00","3.13","3.20","1.50","27.5%","8.6%","18.9%",".197","1.07",".233","91.6%","58","102","87","2.38","4.23","-1.86","3.53","3.31","17130"
"Tyler Clippard","Blue Jays","11.14","3.01","3.70","1.70","29.8%","8.1%","21.8%",".219","1.17",".272","83.1%","86","99","101","3.67","4.24","-0.57","4.28","3.42","5640"
"Junior Guerra","Brewers","8.68","3.51","2.47","1.21","22.3%","9.0%","13.3%",".259","1.40",".312","73.0%","100","103","104","4.09","4.24","-0.15","4.23","4.27","5702"
"Jeffrey Springs","Rangers","8.72","3.94","2.21","1.13","22.0%","9.9%","12.1%",".254","1.44",".308","79.7%","72","97","112","3.38","4.25","-0.88","4.75","4.25","17677"
"Jake Arrieta","Phillies","7.19","2.97","2.42","1.09","19.1%","7.9%","11.2%",".250","1.29",".287","68.1%","98","102","100","3.96","4.26","-0.29","4.08","4.29","4153"
"Luis Perdomo","Padres","7.86","4.43","1.77","0.81","18.0%","10.1%","7.8%",".323","1.88",".389","61.4%","180","106","114","7.05","4.26","2.79","4.65","4.82","14682"
"Sean Manaea","Athletics","6.05","1.79","3.38","1.18","16.5%","4.9%","11.6%",".230","1.08",".247","75.2%","87","103","102","3.59","4.26","-0.68","4.32","4.46","15873"
"Jake Thompson","Phillies","7.71","6.06","1.27","0.55","18.4%","14.5%","4.0%",".215","1.53",".260","63.6%","123","102","128","4.96","4.26","0.70","5.19","5.14","14371"
"Trey Wingenter","Padres","12.79","5.21","2.45","1.42","33.3%","13.6%","19.8%",".188","1.26",".256","81.7%","97","106","93","3.79","4.27","-0.48","3.78","3.37","17793"
"Brooks Pounders","Rockies","9.98","1.17","8.50","1.76","23.6%","2.8%","20.8%",".368","1.76",".458","64.5%","165","99","90","7.63","4.27","3.36","3.67","3.15","10387"
"Tanner Roark","Nationals","7.29","2.50","2.92","1.20","19.2%","6.6%","12.6%",".259","1.28",".296","72.8%","106","103","109","4.34","4.27","0.07","4.42","4.39","8753"
"Adam Wainwright","Cardinals","8.93","4.02","2.22","1.12","22.1%","9.9%","12.2%",".255","1.46",".310","74.1%","115","108","105","4.46","4.28","0.19","4.26","4.34","2233"
"Wade LeBlanc","Mariners","7.22","2.22","3.25","1.33","19.6%","6.0%","13.6%",".244","1.18",".273","74.8%","91","103","106","3.72","4.28","-0.56","4.47","4.33","5221"
"Alex Wilson","Tigers","6.28","2.19","2.87","1.17","17.6%","6.1%","11.4%",".219","1.05",".237","77.1%","78","100","97","3.36","4.28","-0.92","4.09","3.95","9239"
"Brian Flynn","Royals","5.59","4.16","1.34","0.59","14.0%","10.4%","3.6%",".292","1.61",".333","74.6%","93","103","118","4.04","4.28","-0.24","5.00","4.90","12027"
"Andrew Suarez","Giants","7.30","2.53","2.89","1.29","19.6%","6.8%","12.8%",".264","1.30",".302","70.5%","117","112","93","4.49","4.30","0.19","3.77","4.07","18300"
"Robbie Ray","Diamondbacks","12.01","5.09","2.36","1.38","31.4%","13.3%","18.1%",".215","1.35",".292","80.5%","97","107","93","3.93","4.31","-0.38","3.77","3.89","11486"
"Cory Gearrin","- - -","8.32","3.30","2.52","1.10","21.4%","8.5%","12.9%",".253","1.34",".304","80.6%","92","107","105","3.77","4.31","-0.54","4.34","3.95","7947"
"Joey Lucchesi","Padres","10.04","2.98","3.37","1.59","26.5%","7.9%","18.6%",".250","1.29",".306","78.0%","104","107","85","4.08","4.31","-0.23","3.45","3.64","19320"
"Odrisamer Despaigne","- - -","8.08","4.38","1.84","0.92","18.6%","10.1%","8.5%",".311","1.82",".375","57.9%","166","105","107","6.69","4.31","2.38","4.46","4.57","16017"
"Brad Ziegler","- - -","6.11","3.05","2.00","0.98","16.4%","8.2%","8.2%",".255","1.30",".286","73.7%","100","109","88","3.91","4.31","-0.41","3.58","3.23","7293"
"Tayron Guerrero","Marlins","10.55","4.66","2.27","1.24","25.4%","11.2%","14.2%",".272","1.62",".352","66.4%","141","109","99","5.43","4.32","1.11","4.03","3.81","11691"
"Luis Castillo","Reds","8.75","2.60","3.37","1.49","23.3%","6.9%","16.4%",".242","1.22",".282","71.2%","104","104","91","4.30","4.32","-0.02","3.69","3.85","15689"
"Kevin Gausman","- - -","7.25","2.45","2.96","1.27","19.1%","6.4%","12.6%",".263","1.30",".299","76.8%","92","100","100","3.92","4.32","-0.40","4.19","4.28","14107"
"Liam Hendriks","Athletics","8.25","3.75","2.20","1.13","21.2%","9.6%","11.5%",".269","1.46",".324","78.6%","100","105","108","4.13","4.33","-0.20","4.56","4.29","3548"
"Tyler Beede","Giants","10.57","9.39","1.13","0.00","22.5%","20.0%","2.5%",".290","2.22",".409","61.1%","213","113","139","8.22","4.33","3.88","5.63","5.86","16981"
"Fernando Salas","Diamondbacks","6.75","2.93","2.31","1.13","17.7%","7.7%","10.0%",".256","1.33",".289","72.3%","111","108","113","4.50","4.34","0.16","4.61","4.34","4971"
"Fernando Romero","Twins","7.28","3.07","2.37","0.97","18.2%","7.7%","10.5%",".271","1.42",".318","70.9%","109","102","107","4.69","4.35","0.34","4.55","4.50","15885"
"Brandon Cumpton","Blue Jays","10.80","10.80","1.00","0.00","20.0%","20.0%","0.0%",".375","3.00",".500","80.0%","127","102","173","5.40","4.36","1.04","7.33","6.45","11366"
"Enyel De Los Santos","Phillies","7.11","3.79","1.88","0.95","18.5%","9.9%","8.6%",".264","1.42",".309","71.4%","117","105","106","4.74","4.37","0.37","4.31","4.51","18403"
"Steven Wright","Red Sox","7.04","4.36","1.62","0.84","18.8%","11.7%","7.2%",".210","1.25",".243","83.9%","60","104","110","2.68","4.37","-1.69","4.67","4.71","8185"
"Jorge De La Rosa","- - -","7.55","4.34","1.74","0.96","19.3%","11.1%","8.2%",".237","1.39",".278","76.5%","83","108","109","3.38","4.38","-1.00","4.43","4.38","2047"
"Daniel Hudson","Dodgers","8.61","3.52","2.44","1.17","22.3%","9.1%","13.2%",".217","1.22",".256","67.8%","107","110","107","4.11","4.38","-0.27","4.33","3.97","7146"
"Dylan Covey","White Sox","6.73","3.85","1.75","0.96","16.8%","9.6%","7.2%",".264","1.49",".302","61.9%","124","102","102","5.18","4.39","0.79","4.31","4.59","14825"
"Domingo German","Yankees","10.72","3.47","3.09","1.58","27.2%","8.8%","18.4%",".240","1.33",".300","65.3%","131","101","93","5.57","4.39","1.18","3.94","3.68","17149"
"Zach Davies","Brewers","6.68","2.86","2.33","1.09","17.5%","7.5%","10.0%",".263","1.33",".298","69.3%","117","107","107","4.77","4.39","0.38","4.34","4.52","13183"
"Tyson Ross","- - -","7.34","3.73","1.97","1.02","19.2%","9.8%","9.5%",".234","1.30",".270","72.2%","106","109","105","4.15","4.39","-0.24","4.25","4.55","7872"
"Adam Liberatore","Dodgers","8.31","5.54","1.50","0.69","22.2%","14.8%","7.4%",".222","1.38",".281","85.2%","72","110","102","2.77","4.39","-1.62","4.15","4.31","10637"
"Jon Lester","Cubs","7.38","3.17","2.33","1.19","19.6%","8.4%","11.2%",".252","1.31",".290","80.3%","83","108","109","3.32","4.39","-1.07","4.43","4.57","4930"
"Blake Parker","Angels","9.50","2.58","3.68","1.63","25.4%","6.9%","18.5%",".248","1.24",".297","89.4%","78","104","95","3.26","4.40","-1.14","4.04","3.42","5224"
"Alex Reyes","Cardinals","4.50","4.50","1.00","0.00","13.3%","13.3%","0.0%",".250","1.25",".300","100.0%","0","111","150","0.00","4.41","-4.41","6.06","6.05","15015"
"Hunter Strickland","Giants","7.35","4.17","1.76","0.99","18.4%","10.5%","8.0%",".240","1.41",".277","69.0%","103","115","123","3.97","4.42","-0.45","4.99","4.62","7836"
"Brandon Workman","Red Sox","8.06","3.48","2.31","1.31","22.2%","9.6%","12.6%",".225","1.21",".259","84.1%","73","106","100","3.27","4.42","-1.15","4.25","4.00","11428"
"Alex McRae","Pirates","7.11","7.11","1.00","0.00","15.6%","15.6%","0.0%",".308","2.05",".381","71.4%","144","109","141","5.68","4.42","1.26","5.73","5.32","16317"
"Wei-Yin Chen","Marlins","7.49","3.17","2.36","1.28","19.4%","8.2%","11.2%",".250","1.34",".284","68.2%","125","112","117","4.79","4.43","0.36","4.73","4.63","13071"
"Mike Minor","Rangers","7.57","2.18","3.47","1.43","20.6%","5.9%","14.7%",".232","1.12",".259","72.5%","90","100","107","4.18","4.43","-0.24","4.53","4.27","10021"
"Jeff Hoffman","Rockies","5.19","7.27","0.71","0.00","11.4%","15.9%","-4.6%",".405","2.54",".469","59.1%","202","103","128","9.35","4.43","4.92","5.19","5.85","17432"
"Jose Quintana","Cubs","8.16","3.51","2.32","1.29","21.4%","9.2%","12.2%",".243","1.32",".282","76.8%","100","109","103","4.03","4.43","-0.41","4.18","4.39","11423"
"Justin Miller","Nationals","10.32","2.92","3.53","1.72","27.9%","7.9%","20.0%",".214","1.13",".254","83.0%","88","107","104","3.61","4.44","-0.83","4.23","3.34","8580"
"Matthew Boyd","Tigers","8.40","2.69","3.12","1.43","22.4%","7.2%","15.2%",".226","1.16",".258","71.1%","102","104","111","4.39","4.45","-0.06","4.72","4.31","15440"
"Luke Weaver","Cardinals","7.99","3.56","2.24","1.25","19.9%","8.9%","11.0%",".272","1.50",".318","68.7%","127","112","110","4.95","4.45","0.50","4.46","4.53","16918"
"Jake Petricka","Blue Jays","8.08","3.15","2.56","1.18","19.7%","7.7%","12.0%",".316","1.64",".379","72.6%","106","104","96","4.53","4.45","0.08","4.05","3.79","10534"
"Buck Farmer","Tigers","7.40","5.32","1.39","0.78","18.5%","13.3%","5.2%",".252","1.56",".300","74.6%","96","104","122","4.15","4.46","-0.31","5.17","4.99","14814"
"Vidal Nuno","Rays","7.91","2.73","2.90","1.36","21.6%","7.5%","14.2%",".197","1.03",".216","100.0%","40","109","114","1.64","4.46","-2.83","4.85","4.10","9674"
"Zach McAllister","- - -","7.80","2.00","3.90","1.60","19.6%","5.0%","14.6%",".303","1.49",".348","61.6%","140","105","98","6.20","4.47","1.73","4.14","3.80","2895"
"Ryan Weber","Rays","1.69","3.38","0.50","0.00","4.0%","8.0%","-4.0%",".227","1.31",".238","37.5%","123","109","149","5.06","4.47","0.59","6.33","5.75","10160"
"Chris Stratton","Giants","6.95","3.35","2.07","1.18","17.9%","8.6%","9.3%",".269","1.43",".306","66.9%","132","117","109","5.09","4.48","0.61","4.43","4.70","13761"
"Jorge Lopez","- - -","6.37","3.69","1.73","1.01","16.2%","9.4%","6.8%",".270","1.47",".305","69.8%","117","108","113","5.03","4.48","0.55","4.72","4.84","14527"
"Cole Hamels","- - -","8.87","3.07","2.89","1.37","23.3%","8.1%","15.3%",".244","1.26",".291","76.1%","84","104","95","3.78","4.49","-0.71","3.95","3.99","4972"
"Pablo Lopez","Marlins","7.06","2.76","2.56","1.23","18.6%","7.3%","11.3%",".249","1.26",".281","74.9%","108","114","102","4.14","4.49","-0.35","4.15","4.29","17085"
"Chris Devenski","Astros","9.70","2.47","3.92","1.71","26.0%","6.6%","19.4%",".233","1.16",".275","77.1%","101","107","95","4.18","4.49","-0.31","4.01","3.35","12763"
"Brent Suter","Brewers","7.46","1.69","4.42","1.60","19.8%","4.5%","15.3%",".254","1.19",".281","70.1%","109","110","100","4.44","4.49","-0.05","4.07","4.14","13942"
"Gregory Infante","White Sox","6.00","8.00","0.75","0.00","14.3%","19.1%","-4.8%",".353","2.22",".429","60.0%","191","105","149","8.00","4.49","3.51","6.33","6.48","9119"
"Eric Lauer","Padres","8.04","3.70","2.17","1.21","19.8%","9.1%","10.7%",".281","1.54",".332","74.7%","111","112","111","4.34","4.51","-0.17","4.51","4.62","19316"
"Brett Graves","Marlins","5.67","3.24","1.75","0.81","14.2%","8.1%","6.1%",".311","1.59",".352","66.3%","141","114","119","5.40","4.51","0.89","4.83","4.61","16218"
"Pierce Johnson","Giants","7.42","4.53","1.64","1.03","19.4%","11.8%","7.5%",".232","1.37",".268","62.3%","144","118","125","5.56","4.51","1.05","5.07","4.71","13435"
"Noe Ramirez","Angels","10.26","3.24","3.17","1.62","26.9%","8.5%","18.4%",".237","1.26",".290","75.6%","109","107","90","4.54","4.52","0.02","3.82","3.35","12800"
"Michael Fulmer","Tigers","7.48","3.13","2.39","1.29","19.7%","8.2%","11.5%",".252","1.31",".288","68.2%","109","105","101","4.69","4.52","0.17","4.29","4.45","13218"
"Victor Alcantara","Tigers","6.30","1.80","3.50","1.50","17.7%","5.0%","12.6%",".221","1.03",".230","95.8%","56","106","94","2.40","4.53","-2.13","3.96","3.81","15028"
"Trevor Hildenberger","Twins","8.63","3.21","2.69","1.48","21.9%","8.2%","13.8%",".258","1.38",".301","66.1%","126","106","90","5.42","4.53","0.89","3.80","3.73","17002"
"Luiz Gohara","Braves","8.24","3.66","2.25","1.37","22.0%","9.8%","12.2%",".216","1.22",".245","55.6%","146","113","127","5.95","4.53","1.42","5.15","4.53","15166"
"Jason Hammel","Royals","6.52","2.76","2.36","1.28","15.8%","6.7%","9.1%",".311","1.63",".348","64.4%","138","109","117","6.02","4.55","1.48","4.98","4.81","4538"
"Brad Boxberger","Diamondbacks","11.98","5.40","2.22","1.52","30.2%","13.6%","16.6%",".218","1.43",".287","73.0%","108","113","95","4.39","4.55","-0.16","3.87","3.67","10133"
